Symbol,Description,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price to earnings ratio forward,"Return on invested capital %, Trailing 12 months","Return on capital employed %, Trailing 12 months","Return on assets %, Trailing 12 months","Return on equity %, Trailing 12 months","Current ratio, Quarterly","Gross margin %, Annual","Operating margin %, Annual","Net margin %, Annual","Interest coverage, Annual","Debt to equity ratio, Quarterly","EBITDA interest coverage, Annual",Country or region of registration,"Free cash flow margin %, Annual","Free cash flow, Annual","Free cash flow, Annual - Currency","Performance %, Year to date","Performance %, 6 months","Performance %, 1 year","Performance %, 5 years",Price,Price - Currency,"Exponential moving average, 50, 1 day","Exponential moving average, 200, 1 day","Relative strength index, 14, 1 day",Sector,Industry,"Altman Z-score, Trailing 12 months","Piotroski F-score, Trailing 12 months",ISIN
MB,Mediobanca - Banca di Credito Finanziario S.p.A.,26768097389.991997,USD,,,2.30832759224425,1.7075954259328778,1.14558534930436,10.7515648586954,3.07083795683144,,19.703453554916937,29.479122874920133,,4.26378200975947,,Italy,-22.557891243015984,-1436821539.87,USD,61.709305594602206,56.304347826086975,36.367946894262694,188.1763527054108,28.76,EUR,26.36626231711371,21.752102676014566,69.91464278157343,Finance,Regional banks,,,IT0000062957
CRS,Carpenter Technology Corporation,26709493363.092094,USD,51.07359340262604,40.433276969790015,19.1343305152106,22.260891574651183,14.4598708550054,25.7424780051524,3.81,30.5838294603418,22.4697522565777,16.9579412329556,18.571428571428573,0.310064643562579,22.462962962962965,United States,11.596568721592728,362300000,USD,69.8000568558704,41.465789473684225,116.15199034981909,1296.648480124708,537.57,USD,545.1771710107957,434.2253108863172,44.332959911443254,Non-energy minerals,Other metals/Minerals,,,US1442851036
4503,Astellas Pharma Inc.,26705582332.821148,USD,11.601693571499622,,16.9587180079553,21.168260819273076,10.3816267780288,21.3071306050148,1.2031518777799,74.5513954689622,19.6189777234492,13.6279388288859,38.947475872308836,0.303636305609862,57.005567928730514,Japan,23.771377284976708,3202709344,USD,11.950582086006177,-5.590062111801243,44.98461538461538,30.417935233877664,2356,JPY,2221.7184411700623,2150.4218676019645,66.02299481663418,Health technology,Pharmaceuticals: major,2.84891213608751,7,JP3942400007
HBAN,Helvetia Baloise Holding AG,26689808872.5784,USD,25.985944405535296,,4.60182889995209,0.8224200720200013,0.519188494188858,6.62838214909359,2.28612195121951,,4.24374319912949,4.94939018861081,,0.47804956821974304,,Switzerland,10.441603191875226,1452502100,USD,2.9665071770334874,11.966701352757545,8.577194752774975,8.577194752774975,215.2,CHF,212.6925324798101,,52.30348785656323,Finance,Multi-line insurance,,,CH0466642201
3692,Hansoh Pharmaceutical Group Company Limited,26684661681.004604,USD,33.296888977238844,30.10219641857862,17.1851785663091,16.668270542091612,15.4028521783163,17.2141786415008,8.09007416266091,90.0330402778114,36.0414441424075,36.9666038608165,1712.9743838072702,0.0029717130346516604,1837.2685025873234,China,50.516903917562786,1057679551.5503999,USD,-7.458563535911609,-8.369803063457336,-6.581148912437254,23.61623616236162,33.5,HKD,32.52053270684053,33.619588612162104,55.7722121744882,Health technology,Pharmaceuticals: major,28.2584149982184,6,KYG549581067
2020,ANTA Sports Products Ltd.,26682871869.362804,USD,13.974260468689971,12.693434513558003,16.8545519494323,18.28509095166569,11.4064391327694,21.7708740031502,1.78835661610408,61.7771350926838,20.0600855159002,16.9386304990089,19.06635070907766,0.521185185185185,26.57227487583964,China,22.88485271600579,2557597497.9384,USD,-10.185185185185185,-12.769784172661875,-17.889390519187355,-57.00354609929077,72.75,HKD,75.29336717533924,79.29650704587411,40.1860305531646,Consumer non-durables,Apparel/Footwear,4.07890180488106,5,KYG040111059
GAZP,Gazprom,26671928076.434784,USD,,1.1234083700288233,,,,,,,,,,,,Russian Federation,,,,-25.282384042297526,-25.568589897055308,-33.378571428571426,-67.87116775749226,93.27,RUB,95.75924731715999,111.43340828994121,51.02015936270637,Energy minerals,Oil & gas production,,,RU0007661625
2360,Chroma Ate Inc.,26637608580.078136,USD,56.184233091617415,40.8930658066119,52.5616607853919,44.083008973412426,31.7803293202341,58.2992678026502,1.67277647060352,59.4794845200165,32.4874151443262,41.2986014064068,316.92622583646323,0.13895092824415,345.89273284862685,Taiwan,10.786668452544191,97309814.975,USD,178.90724269377384,110.04784688995215,322.9287090558767,1119.4444444444443,2195,TWD,2055.5874396179875,1613.6180049477443,57.713297601694585,Electronic technology,Electronic equipment/Instruments,20.4304827757517,7,TW0002360005
FM,First Quantum Minerals Ltd.,26594685077.2541,USD,,27.541434603344545,-0.43873641191232,5.186405348346332,-0.325544425200295,-0.707325116207216,1.90128068303095,26.8283368340653,25.0716058812297,-0.53465724651518,1.8730385092407782,0.653649054603287,2.930099852911544,Canada,8.688180290291351,462965019.65999997,USD,17.300026574541583,13.558013892462062,86.71742808798646,65.75291025159595,44.14,CAD,39.644038560910495,35.826198915942975,64.90476136417963,Non-energy minerals,Other metals/Minerals,1.73256767116318,4,CA3359341052
HPQ,HP Inc.,26585174356.375168,USD,10.728520814880426,10.619926811278384,27.9336944034138,33.50818884395147,6.24701780143146,,0.794014434218367,20.3372675185714,6.91705677155819,4.57100511504329,6.895495495495496,,8.38018018018018,United States,5.060820214361885,2800000000,USD,28.970718722271524,53,11.123853211009175,-2.1870794078061864,29.07,USD,25.381652392755054,23.717249659670443,63.21856290846402,Technology services,Information technology services,1.69362605062559,7,US40434L1052
300033,"Hithink RoyalFlush Information Network Co., Ltd. Class A",26583956293.15927,USD,52.71932591357635,48.59237847233039,49.6027588252991,49.89432824283688,24.6973390000295,49.6027588252991,1.50389626115112,90.2022081092224,54.8721489440581,53.5024268276257,8857.762520767186,0,9066.014149307524,China,60.78316441092546,520551268.6824,USD,1.424108037167926,-4.489834122433701,6.995841975325758,234.38794083519198,234,CNY,230.52560975824287,230.1351594862901,52.147797264778376,Technology services,Packaged software,10.6909474310841,7,CNE100000JG3
CINF,Cincinnati Financial Corporation,26583931852.95646,USD,8.167239566387998,19.695815017396587,20.3548485775467,14.454023975543572,8.27231249300695,21.4839209608679,0.563516816994015,,24.0123505660676,18.9454516665347,,0.052546337952132406,,United States,24.4794553083683,3092000000,USD,6.0555963752143125,5.770639960918428,15.089700996677747,43.385761589403984,173.21,USD,175.92614076068153,166.38457093906393,42.02062392974667,Finance,Multi-line insurance,,,US1720621010
AMS,Amadeus IT Group SA Class A,26583143925.51,USD,19.091089501885293,16.21448971972698,16.9160786746272,20.277741549523395,11.1138468853211,26.5092448206728,0.741814097163718,27.782722111401,27.7827221114009,20.4956268221574,20.621867881548976,0.7885187128366561,28.39863325740319,Spain,32.11753874482124,2458366881,USD,-8.147676639083393,15.833835039133053,-18.38235294117647,9.98475609756098,57.72,EUR,52.90239334640114,55.43935216597491,67.58904666724644,Technology services,Packaged software,3.40161107703939,7,ES0109067019
CPAY,"Corpay, Inc.",26547395958.507282,USD,24.688476360674475,13.91662313153419,11.6781723252803,20.823765526885694,4.6650109260508,30.3859054405908,0.971985127275924,72.6261333189648,45.9390871351335,23.6247966446449,5.15121283255086,2.99940116615903,6.12450971652701,United States,28.68881148608019,1299145000,USD,34.64611304491963,16.225032907915082,34.33882384070915,66.9928459830606,406.16,USD,365.8232806916158,336.2007199179824,68.20260491089702,Commercial services,Miscellaneous commercial services,1.50438852643245,6,US2199481068
COALINDIA,Coal India Ltd.,26544597280.78256,USD,8.08385244056107,7.215358004980485,,,,,,40.7713523163375,18.9398048012201,18.4664946769908,72.9376543774586,,97.89323941084989,India,20.439286337867067,3680115711.6,USD,2.5814536340852157,-0.7276255154014067,7.272965535316472,182.17855911754566,409.3,INR,430.3184883159424,429.1098630324851,31.935117239099398,Energy minerals,Coal,,,INE522F01014
PPL,PPL Corporation,26542923485.28837,USD,20.955096222380615,17.032954034680987,3.92783953300627,5.646659766302111,2.8534692772715,8.62568613412431,0.90506148126966,28.3233797832338,23.6452112364521,13.0391506303915,2.5543608124253288,1.35081422399468,4.255675029868578,United States,-15.494359654943596,-1401000000,USD,0.8000000000000033,-2.4875621890547226,-3.07692307692307,21.655172413793107,35.28,USD,35.86353617439384,36.20642382920239,46.426894627904794,Utilities,Electric utilities,0.985103608224723,6,US69351T1060
300433,Lens Technology Co. Ltd. Class A,26495556431.009594,USD,52.816901408450704,30.9009940915546,5.92083631000486,6.915529478025592,4.24934135398035,6.63256575157514,1.20606089538995,14.3504775765503,5.97739469284732,5.40879743577929,16.535893444803882,0.20231128201318002,36.62359560166608,China,7.251666375482414,770092537.6984,USD,14.9706457925636,2.055587724377536,46.02319801159901,38.23529411764706,35.25,CNY,38.65940546452731,34.96968048258942,44.19014958830097,Consumer durables,Home furnishings,4.77265496227127,5,CNE100001YW7
DG,Dollar General Corporation,26485837397.152752,USD,16.976063566570996,15.904010613446843,6.75840295876627,9.241606398612742,4.99147243731004,18.9099536005041,1.16905340162714,28.2337440723817,5.29151875829928,3.53969183254643,9.805254004259066,1.78648576705215,14.343275490421439,United States,5.6006701936311805,2392851000,USD,-9.575629777459808,-18.871621621621628,2.931847406772385,-49.63929200570422,120.07,USD,120.38618521116835,119.47005409317185,45.446762365705084,Retail trade,Discount stores,2.51049689313151,7,US2566771059
CNP,"CenterPoint Energy, Inc (Holding Co)",26467382330.525608,USD,23.682659436520098,20.274497931173677,3.3741636333429,5.336706564674153,2.41908412652005,9.8245305422402,1.12291537986411,28.7057817676606,22.5499625948488,11.2429197392327,2.336655592469546,2.1410409556314,4.0310077519379846,United States,-25.478251576359945,-2384000000,USD,4.826506652752417,-2.5703200775945736,3.1843862352336982,50.882463387157344,40.18,USD,42.62639072815547,41.38895714805206,30.882037915498373,Utilities,Electric utilities,0.914543865762679,6,US15189T1079
SN,"SharkNinja, Inc.",26438772527.69061,USD,38.34743165379429,26.810543823482398,20.5039764446658,27.783938782403943,13.7240284252552,27.5277348603576,2.07980208384575,48.6327640319366,14.5263117758066,10.960359345592,19.12687242798354,0.321103366391512,21.999938271604936,United States,7.606074395688952,486727000,USD,67.3622257891921,48.340183370218156,61.66767163407701,524.5590682196339,187.68,USD,150.7947757237216,125.48232016982624,79.34869095896157,Consumer durables,Electronics/Appliances,7.36936207007089,8,KYG8068L1086
006400,"Samsung SDI Co., Ltd",26399608671.04704,USD,,48.54635774154554,,,,,,10.3074762501295,-12.9825563687786,-7.08112379458114,-5.495933813869831,,1.2051068446588626,South Korea,-17.1441270709951,-1569380964.4434,USD,81.15671641791045,28.60927152317881,115.77777777777777,-38.20083373147016,485500,KRW,464401.15965695743,427378.6286844163,57.45257641617522,Producer manufacturing,Electrical products,,,KR7006400006
CTSH,Cognizant Technology Solutions Corporation,26396031554.09707,USD,12.575916904521751,9.668315724954565,13.5966926963712,20.291541796386277,10.8321744858377,14.9243697478992,2.18215935334873,31.26302823574,15.9276103846883,10.5647148000758,90.86486486486487,0.14479325127921402,105.72972972972973,United States,12.293916998294485,2595000000,USD,-29.389083022050844,-16.77318562704161,-15.804597701149417,-20.369615436880014,58.6,USD,50.309684153298356,59.489745393871175,73.86259688134363,Technology services,Information technology services,4.46211995673517,4,US1924461023
POWERGRID,Power Grid Corporation of India Limited,26385218125.02176,USD,15.654346414215587,,,,,,,61.5318747413219,56.0370079467244,34.935560489617,2.617472561134908,,3.9523727075369925,India,-11.670549260764467,-568961698.4,USD,1.306323362362737,-8.373287671232873,-5.924753867791831,93.6663047412233,267.55,INR,284.8181506814924,288.71736527329324,29.446812668388233,Utilities,Alternative power generation,,,INE752E01010
AMRZ,Amrize Ltd,26348343684.968678,USD,21.855916249598234,17.21116874683166,6.62561170066531,9.272780373831775,4.98088250490855,9.52569169960474,1.10351468464131,25.6199746085485,16.0727888277613,10.0296233601354,4.1193058568329715,0.5511425462459191,6.101952277657267,United States,12.018620397799408,1420000000,USD,-12.995796015353683,-18.15680880330123,-0.1677852348993253,-7.302823758519961,47.6,USD,51.10324920724888,52.550967907764374,42.09954557592034,Non-energy minerals,Construction materials,2.32500710988931,,CH1430134226
603268,"Guangdong Songfa Ceramics Co., Ltd. Class A",26345925762.3086,USD,28.3079164803868,,42.8869117137945,53.14094077352066,13.101307910628,71.6119320004475,0.907419032257925,20.1355276339487,17.3597221110569,12.2696888155315,6.256902768926628,2.1987914031797002,7.088626823713755,China,-51.24989293634973,-1585164401.4968,USD,105.18482957273167,77.62077922077923,222.56603773584905,902.6980060233436,170.96,CNY,154.63032418803124,119.34693013939048,57.99698529841674,Consumer durables,Home furnishings,2.28649161804729,6,CNE100001W02
HINDZINC,Hindustan Zinc Limited,26342971153.38144,USD,14.606780517030515,,,,,,,45.7300275482094,41.0388853570672,36.6391184573003,15.204121687929343,,18.923454367026498,India,30.39044289044289,1226807890,USD,-3.3658177053476304,-1.6584715392949487,40.34253092293055,83.85790538665957,590,INR,560.4208808235131,555.7301423179111,64.46625817087042,Non-energy minerals,Other metals/Minerals,,,INE267A01025
175,Geely Automobile Holdings Limited,26273314892.169804,USD,11.350637923449186,,15.0132025163893,11.685352521384598,5.65018058830749,16.6893588775228,0.904487683760263,13.7911014274127,3.3232389582338,4.88141921616404,16.445406266401122,0.169005215821676,39.26561741215564,Hong Kong,12.700282266419965,6108456750.468599,USD,0.8938547486033528,7.692307692307687,-4.9973698053656115,-35.50000000000001,18.06,HKD,19.0022228485334,18.79880538496553,43.58121390202425,Consumer durables,Motor vehicles,1.99556386584593,,KYG3777B1032
001399,HKC Corporation Limited Class A,26249951029.82686,USD,,,,,,,,,,,,,,China,,,,-24.208860759493678,-24.208860759493678,-24.208860759493678,-24.208860759493678,23.95,CNY,,,38.082927712505445,Electronic technology,Electronic production equipment,,,CNE100007RD8
DGX,Quest Diagnostics Incorporated,26213673462.946598,USD,25.193058384249834,20.71702360135666,7.94115439465586,11.56860049491339,6.43004740488635,14.3516006511123,1.59060402684564,31.9256909832352,14.5265065700045,8.9533303126416,5.787003610108303,0.849254922831293,7.844765342960288,United States,12.315360217489806,1359000000,USD,37.03767814898159,12.134088762983943,34.112598113953354,58.89476149060012,237.5,USD,216.69498937138414,198.4472939761329,72.31537018437844,Health services,Services to the health industry,3.48928099957317,7,US74834L1008
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk Class B,26149412756.42304,USD,7.983920898402289,7.932107992549121,14.0983015681221,7.573575454824047,2.68955845047216,18.3350536993207,0.222291748191356,,29.051507281249588,22.45473114553787,,0.7431688323487861,,Indonesia,34.23476238210921,6359057520,USD,-15.300546448087431,-17.98941798941799,-19.689119170984455,-17.466537939314634,3100,IDR,2993.3345696372385,3355.4549284111326,60.272415656452814,Finance,Regional banks,,,ID1000118201
LH,Labcorp Holdings Inc.,26148261309.623234,USD,26.662146070388992,17.03042647690962,6.79163970361536,10.261788679340361,5.47821666912621,11.7368775432536,1.79558505130378,26.7530121777274,10.8674928503337,6.28238852612943,6.765729585006694,0.786134219454385,11.054439982150827,United States,8.644107886494119,1206000000,USD,28.295730372846293,10.410245873570316,20.85613614213961,24.02892510560174,322.42,USD,288.58684733183077,271.7161177859148,73.19093880808923,Health services,Medical/Nursing services,3.20190571784362,8,US5049221055
PHIA,Koninklijke Philips N.V.,26146078759.461998,USD,20.32633223398716,14.323817352368964,6.29034084475144,8.383389239930311,4.18613413715147,10.1805186474847,1.2570735650768,41.802175619603,9.20713244364697,5.0409330492318,5.662068965517242,0.6521359308115671,9.227586206896552,Netherlands,5.063362117304026,1060582530,USD,1.1663066954643764,-13.738489871086545,1.8260869565217466,-32.841687900433556,23.42,EUR,23.326392036103456,23.614230045861227,52.72143222355728,Health services,Medical/Nursing services,2.02802864488389,,NL0000009538
600930,Huadian New Energy Group Corporation Limited Class A,26130692200.43051,USD,,,,,,,0.57104167753918,39.0910912627818,34.3483105399703,17.3992338944454,1.7808427454054212,3.27328710399206,4.140940794851,China,-108.18597970366977,-6004598388.8672,USD,-33.28050713153724,-28.885135135135137,-34.72868217054264,-23.454545454545453,4.21,CNY,4.783101289702298,5.736500501597927,35.506390495299684,Utilities,Alternative power generation,,,CNE1000074V1
OKTA,"Okta, Inc.",26128461064.738674,USD,109.18797210923883,38.18704871496886,3.5374149659864,2.410663641520136,2.64001710132535,3.66849844051686,1.35640138408304,77.3552586502227,5.2415210688592,8.05070229530661,38.25,0.059573851282794604,62.25,United States,29.97601918465228,875000000,USD,72.49569707401034,70.48083465638467,65.16150296638104,-35.931639959086255,150.33,USD,131.89182680183535,105.1137301256973,62.37679680312968,Technology services,Packaged software,3.27788531401629,7,US6792951054
688498,"Yuanjie Semiconductor Technology Co., Ltd. Class A",26090567193.01319,USD,500.24504655884624,,15.2108101439829,15.873651295499078,14.1704914514566,15.4149200239821,5.21437951759513,55.6242733821393,30.5867869371318,31.8337716986393,78.85201393227105,0.0492096711575882,106.5205577629778,China,-43.16098260523313,-37006529.8168,USD,218.77700277117376,179.02646350829917,759.7719991753651,2258.4338421959346,1429,CNY,1396.546413228276,961.7853422525188,51.175703987191326,Electronic technology,Semiconductors,171.999498684073,5,CNE100005VF9
A5G,AIB Group PLC,26084859464.516,USD,11.128300330033003,11.602150537634408,8.70572867286097,4.889873180621206,1.41297805985665,16.0024786026877,0.385063188896878,,48.810822605280386,44.86144446868863,,0.959186864738077,,Ireland,63.75780707841776,4316324250,USD,18.246575342465743,17.155266015200848,53.7037037037037,353.3613445378151,10.79,EUR,10.43826495841595,9.4288071294407,55.386420962891464,Finance,Major banks,,,IE00BF0L3536
DSFIR,DSM-Firmenich AG,26082952725.317997,USD,,28.204334365325074,0.185967536536557,2.11052278320531,0.146571501401988,0.234825667466435,1.74623731186559,40.1704671241975,7.90347575824662,3.76355988487934,4.033898305084746,0.379501851228543,9.112994350282486,Switzerland,8.744742085454948,927862900,USD,32.143893240498976,32.02898550724637,10.531424411550587,-19.380530973451332,91.1,EUR,83.33186548023798,75.51933491582956,59.57619331582264,Consumer non-durables,Household/Personal care,1.87413496735119,5,CH1216478797
CW,Curtiss-Wright Corporation,26074239471.734024,USD,48.581692059952935,43.83536194102556,14.3171108951488,16.777602150187356,10.1629452605369,19.7455478165055,1.60174522469034,37.203990884903,18.2377688822115,13.8415240003064,14.786896264021506,0.41481555024441696,17.67966070269769,United States,15.827647831619965,553710000,USD,27.29174179588893,5.573584172037862,49.50761346068321,482.13902861383696,705.96,USD,732.3766077731991,668.6918595869878,44.13471574069687,Electronic technology,Aerospace & defense,8.69623610550313,8,US2315611010
WRB,W.R. Berkley Corporation,26019338100.65335,USD,14.414395886889462,14.948511984296067,15.2599730665852,12.439888033641813,4.86435736387566,20.1593745137961,0.41511339268135,,16.8307399800488,12.0983167091111,,0.315580654553398,,United States,23.5897128718149,3469541000,USD,0.45864984950552873,-2.3680178297813104,-0.8347481607243964,115.41092945249375,70.09,USD,70.914002370207,69.4915253193399,41.55183029004147,Finance,Multi-line insurance,,,US0844231029
66,MTR Corporation Limited,25995931560.872,USD,13.716176096361016,11.550000000000002,5.2902386320424,2.8097203117835856,3.82992992248547,7.76889688757146,0.799994707804665,24.1774091769584,15.1915622464617,26.4617326241774,2.2884302009777295,0.636943006529147,4.025529603476372,Hong Kong,-18.96511313440909,-1351270740,USD,8.523489932885916,-12.167300380228127,15.748031496063,-27.731843575418985,32.34,HKD,32.29594043251831,31.76149771223494,50.125612816288715,Transportation,Other transportation,1.15921391009764,5,HK0066009694
EXO,EXOR N.V.,25979032134.547997,USD,,,-12.7920032863207,,-12.5520651385269,-14.0432632322655,13.915611814346,98.0806142034549,-438.675623800384,-448.272552783109,-45.71,0.12069249251226,,Netherlands,266.21880998080616,3258090740,USD,-3.429355281207133,-2.357836338418847,-19.173363949483342,3.5294117647058907,70.4,EUR,68.75188046759997,71.17401860280823,56.06938191916114,Finance,Financial conglomerates,3.30157132594423,,NL0012059018
VRSN,"VeriSign, Inc.",25972989554.002018,USD,31.218659778149217,27.72468022830184,,4466.281310211938,52.949604435308,,0.590964140908852,88.1504285886756,67.6687190631414,49.8430520342871,14.558441558441558,,14.963636363636365,United States,64.48750452734517,1068300000,USD,18.327299654434746,33.77517324775592,6.0191669738297024,35.597774844427676,287.63,USD,278.2444418717293,265.2612508432451,54.889838586615824,Technology services,Internet software/Services,-2.89521395392471,7,US92343E1029
600989,"Ningxia Baofeng Energy Group Co., Ltd. Class A",25955334151.19415,USD,13.51522842639594,,16.6981104050906,19.916746987955253,13.4759675963339,25.7701617248131,0.520272753674808,35.2987232579046,30.2410064614885,23.7202033736829,11.505930795238134,0.596670218012276,14.133100350496226,China,21.33297677832152,1459334200.364,USD,18.934010152284266,-0.8883248730964503,51.16129032258065,31.777270428724957,23.43,CNY,23.250125005298685,22.97653729018244,53.97909112337632,Process industries,Chemicals: specialty,4.55613831117024,9,CNE100003LF5
AVB,"AvalonBay Communities, Inc.",25954959170.75718,USD,24.97046297568347,34.83708831247887,5.06787865210974,,4.6466678278654,8.5563157145998,0.167835248082241,34.1929514976733,29.8608188477644,33.9445766256537,3.516370742559359,0.764400917586331,6.995752558940387,United States,45.73044630163087,1413663000,USD,0.43098684937562226,0.7985803016858906,-2.489270386266102,-18.85352024643958,181.76,USD,187.27910877339852,184.68055930810561,38.51681055358106,Finance,Real estate investment trusts,1.80614639735395,,US0534841012
SW,Smurfit WestRock plc,25945760210.536667,USD,52.764780944279025,16.629678311910027,1.58041179744121,4.754876120189508,1.09294424225169,2.73580491564321,1.4470304975923,19.38163507489,7.13300619006384,2.2418935822188,2.5740740740459263,0.78531825238412,5.525462962902542,Ireland,3.848744347114659,1200000000,USD,27.75489186405765,-0.9877282250823197,13.546910755148728,-3.1615925058548098,49.62,USD,45.19819881474369,43.043172840765614,59.801748365954154,Process industries,Containers/Packaging,1.51865369825726,4,IE00028FXN24
601818,"China Everbright Bank Co., Ltd. Class A",25909079321.015915,USD,,,,,,,3.17434547465891,,36.97818516229214,27.879875171488443,,4.4220608020238705,,China,29.192802872502927,10518853840,USD,-13.180515759312332,-8.181818181818182,-25.55282555282556,-10.882352941176475,3.03,CNY,3.1084616122631408,3.2782718749253594,39.090323455993754,Finance,Major banks,,,CNE100000SL4
9992,Pop Mart International Group Limited,25906083274.4896,USD,14.480932000076772,13.49200694902655,70.5949317332985,89.51751487898093,52.7805392237992,76.7883001354975,3.46837968622635,71.4637441779446,45.5294728574196,34.4172174112257,204.92735632313747,0.128449997273062,218.48321231932724,China,26.74265919901762,1382993053.1952,USD,-20.369393139841687,-39.976133651551315,-44.52205882352941,176.88073394495413,150.9,HKD,161.2998051876535,181.21602983589048,36.92910813680323,Consumer services,Movies/Entertainment,17.4767337961008,5,KYG7170M1033
FSLR,"First Solar, Inc.",25890546728.706512,USD,14.851369178985784,11.413070384074857,17.9864949907601,17.681134510050157,13.3046657930565,18.5091772344458,2.51784009591745,40.6313896527095,32.2552925867,29.2799177526202,38.14835376492715,0.018798802907424198,50.14028687317305,United States,22.7465888642627,1187230000,USD,-9.38463853155797,4.684308868900187,30.73041024527892,151.60313315926894,240.91,USD,230.60144503784707,225.58127565086556,57.494493081328486,Electronic technology,Semiconductors,6.90176419085488,8,US3364331070
IAG,International Consolidated Airlines Group SA,25883747154.0427,USD,7.888332140300645,7.91348308151893,16.2057616946459,19.118320107681612,6.90739368660027,42.6743188382551,0.768501141262998,21.3922259356275,14.7321831812845,10.0623249932255,6.630081303110065,1.60776811594202,10.356368567642358,United Kingdom,9.472194629900416,3629469116.0639997,USD,6.447717942525958,2.297516825249486,17.76649746192893,160.08968609865474,440.8,GBX,439.9712194482528,409.56851445595896,48.41702534306998,Transportation,Airlines,1.33933664951781,6,ES0177542018
RBLX,Roblox Corporation,25874695795.02726,USD,,,-52.4336801398055,-29.410242722439406,-11.3768450154347,-396.114175776541,0.661413043478261,23.7538060639793,-25.1984285615261,-21.7778528431663,-29.725788166051572,12.0789473684211,-24.27869841040114,United States,27.71425959978743,1355380000,USD,-55.53100061387354,-47.00029265437519,-71.81322957198444,-57.775705292609,36.22,USD,47.04145522550035,62.63743973266083,31.535651695463315,Technology services,Packaged software,1.58868979103205,5,US7710491033
301308,"Shenzhen Longsys Electronics Co., Ltd. Class A",25843580995.53078,USD,14.631458872639561,,62.3132548764381,68.54967771050403,39.3153110894106,94.6633147334279,2.72363879815579,18.6147508668556,8.03966570330784,6.25441379816098,7.661397509922622,0.9002577315136511,9.539933257621756,China,-9.113200340770614,-296479544.5448,USD,62.032148304587594,42.96559577625177,359.8734598734599,322.7551020408163,414.3,CNY,454.0141917644399,378.54584696697754,48.33529298003621,Electronic technology,Semiconductors,10.4008758303557,5,CNE100005K10
600188,Yankuang Energy Group Company Limited Class A,25826802806.406967,USD,23.51500958058335,,5.42229383010825,,2.25829550290298,13.5962182016991,0.929912707662032,27.5521386324412,13.3507167971635,5.84011746868854,4.205356537283268,2.41466774724422,7.995993099922716,China,1.2994582398593424,266592808.72,USD,67.98479087452472,28.206616366802084,65.22064323111445,150.43873147152456,22.09,CNY,20.299910655340614,18.427925856499883,61.52856185526976,Energy minerals,Coal,,5,CNE000000WV6
PPG,"PPG Industries, Inc.",25822369105.47142,USD,16.67935040133251,14.101057579318446,10.7894102661204,12.906485940193804,7.02171039365492,19.5630461922597,1.57984318225282,37.8771653543307,13.2913385826772,9.89606299212598,8.577235772357724,0.883453748667535,10.796747967479675,United States,7.325984251968504,1163000000,USD,12.74386101135591,-12.000000000000004,8.804795803671778,-30.70452782914753,116.16,USD,115.73554048271608,112.38356614876497,49.62202686835174,Process industries,Industrial specialties,3.82411260035514,6,US6935061076
300124,"Shenzhen Inovance Technology Co., Ltd Class A",25798348154.46611,USD,36.193259972489685,,13.4241787164382,11.639878725555954,7.40936178092118,14.3757381592752,1.47532713103652,27.6056439427702,11.5731747047617,11.2394043080536,27.11064449529875,0.373606995577712,32.93234774518998,China,8.38618326456705,538675411.5336,USD,-16.424033880359985,-16.35761589403974,-3.6319243094765796,-22.997197341855937,63.15,CNY,65.31105547482704,69.22152994662352,47.88826484819078,Producer manufacturing,Auto parts: OEM,5.00600795205961,6,CNE100000V46
NBK,National Bank of Kuwait K.S.C.,25724206426.563,USD,14.16260162601626,16.08138547321,3.51794546509456,,1.25582366657992,12.8768150637385,,,50.261800314877256,38.429363545374585,,2.5281515544807203,,Kuwait,22.731670941848563,2058435108.8,USD,-9.54006387017781,-5.129672793308891,-13.476825518211701,24.623426394031153,871,KWF,840.2966749933166,879.28138990346,70.01882012038087,Finance,Major banks,,,KW0EQ0100010
FCNCA,"First Citizens BancShares, Inc.",25717919932.5437,USD,12.05035721123865,11.999962761252291,4.10777231005479,2.7239303317917107,1.00922839473092,10.6525477418771,0.195969342100144,,32.523148148148145,23.21127946127946,,1.4839269406392699,,United States,9.406967099806469,1361000000,USD,5.462383508937821,6.677240660953563,23.260610304495774,159.77471349182557,2253.13,USD,2122.0018349779743,2021.8693716388436,61.708189975887265,Finance,Regional banks,,,US31946M1036
AFRM,"Affirm Holdings, Inc.",25688396089.454327,USD,69.7064703744093,47.300034717319015,3.36284209154068,,3.24393739237477,11.4870915001759,15.3122008195152,77.0995527718788,11.4846451231277,1.74994726953433,2.2517624687474327,2.35567226391007,2.7801532989799633,United States,20.176168378017582,601683000,USD,2.273333333333331,34.80667838312829,7.595735727310972,15.589210367691381,76.705,USD,74.03648533070293,67.54897824205038,52.32909174861653,Finance,Finance/Rental/Leasing,1.62057087469222,,US00827B1061
600176,"China Jushi Co., Ltd. Class A",25657444358.25509,USD,45.20404968166163,,10.1517679652194,12.344815352511866,7.00485450638015,12.1229753229083,1.17717335586741,31.4271539794702,23.6942383905209,17.4825780386999,13.849972209393464,0.374040499826282,21.613496251150867,China,15.873947338711519,426471798.7712,USD,151.8023255813954,61.604477611940304,250.68825910931176,144.5511148814859,43.31,CNY,44.60663868734337,33.439769527384755,49.17006309093631,Process industries,Industrial specialties,4.11725835652376,8,CNE000000YM1
